,topic,tweet_volume
0,Butter,1859364
1,Dynamite,987311
2,haechan,226816
3,Chanyeol,220597
4,Sehun,127854
5,#LesbianVisibilityDay,86122
6,McDonald,68149
7,BILLIE,53890
8,Nagelsmann,24874
9,Madison,23112
10,Jessie,17965
11,CO JEST,15534
12,Caroline,14130
13,PROUD OF NIALL,13232
14,Lewica,
15,#Mondadori,
16,Masło,
17,Lidlu,
18,#TARGNI,
19,Ekipa,
20,#F1PL,
21,Nitro,
22,Nepo,
23,Hołownia,
24,#ElevenF1,
25,PiSowi,
26,Krajowego Planu Odbudowy,
27,Migalski,
28,Koral,
29,Bangtani,
30,Lugola,
31,funduszu odbudowy,
32,Czarnobylu,
33,PiSem,
34,Kaczyński,
35,HBO GO,
36,ziobrą,
37,Terlecki,
38,co to jest,
39,Torino,
40,Pani Pawłowicz,
41,Sejmie,
42,sobolewski,
43,Jasnej Górze,
44,Różowy,
45,zgłoszony,
46,Friz,
47,Sarę,
48,Zandberga,
49,Wybieram,
