,topic,tweet_volume
0,Oscar,1091715
1,Google,604648
2,#BTS_Butter,330775
3,Jake,267085
4,Jesus,261390
5,Johnson,253735
6,Pfizer,229144
7,The Father,166463
8,AstraZeneca,76854
9,joon,66711
10,McDonald,64544
11,Sputnik,52633
12,Italy,50673
13,mRNA,24761
14,Greece,18114
15,Greek,17430
16,Ηταν,10227
17,#shoppingstar,
18,#megalivenews,
19,κομισιον,
20,Βυρωνα,
21,Ευρωπης,
22,Κανει,
23,προβαδισμα 16%,
24,περαστικα,
25,Γερμανια,
26,Ματι,
27,Χανια,
28,νομιζω,
29,Καλησπερα,
30,Καλη Μεγαλη Εβδομαδα,
31,Επειδη,
32,μπραβο,
33,γαλλια,
34,Εξαρταται,
35,Πηγαινε,
36,μακαρι,
37,Σοβαρα,
38,σκαι,
39,Αγιο Φως,
40,Το Πασχα,
41,βικυ,
42,Υπομονη,
43,Μερκελ,
44,3 μαιου,
45,Εχουν,
46,Καλη Ανασταση,
47,Γενευη,
48,,
49,,
