,topic,tweet_volume
0,Dynamite,987311
1,#BTS_Butter,496053
2,bighit,271433
3,WHAT'S MELTING,182643
4,Sehun,127472
5,McDonald,68149
6,Aygün,39295
7,Sputnik V,36461
8,#LiseAlesİptalBekliyor,30924
9,MilyonlarınTalebi MahkumaAF,28952
10,#EkmekDüşmanıAkp,26815
11,Selahattin Demirtaş,25566
12,Hilal Kaplan,24668
13,Üsküdar,23850
14,Ümraniye,22310
15,YasakElma DevamEtsin,18884
16,konumatv hedefmaraşlı,15080
17,Tam Kapanma,13362
18,PROUD OF NIALL,13232
19,26 Nisan,12386
20,GüçlüKadın MerveAydın,10298
21,Tarkan,10232
22,#HerYerdeBirlikteyiz,
23,Tehlikenin FarkındaMısınız,
24,#olurmu,
25,cengiz topel,
26,Sayın Biden,
27,Meydanlarda,
28,Cumhurbaşkanı Erdoğan,
29,Melek İpek,
30,Alanlarda,
31,vedathocadan binsgkdentyrd,
32,Acun Ilıcalı,
33,Yaşar Kemal Uğurlu,
34,Abdulkadir Bitigen,
35,Hande Erçel,
36,Edep,
37,Bay Kemal,
38,Eskort,
39,Teröristtir,
40,Sadece Şeyma,
41,Etli,
42,Eyyy Biden,
43,Kerem Bürsin,
44,28 Nisan Çarşamba,
45,İlker Baş,
46,Rizeli,
47,Ey Biden,
48,Onyekuru,
49,27 Nisan Salı,
