,topic,tweet_volume
0,Butter,1859364
1,In India,726358
2,China,320603
3,Johnson,263684
4,Korean,262319
5,haechan,226816
6,Pfizer,225192
7,Bangtan,138037
8,Reported,129373
9,PlayStation,122923
10,Henry,121759
11,#LesbianVisibilityDay,86122
12,Samsung,68840
13,McDonalds,56501
14,BILLIE,53890
15,perez,53419
16,Amsterdam,16875
17,Esther,16299
18,Leipzig,14797
19,#lintjesregen,
20,Koopmans,
21,Claudia de Breij,
22,#koningsdag2021,
23,Gepest,
24,#kutkaag,
25,Koninklijke,
26,Kuipers,
27,De Bijenkorf,
28,#notulen,
29,Rechts,
30,henk kamp,
31,Indiase,
32,Wijchen,
33,Rutger,
34,Ridder,
35,elftal van de week,
36,Oranje Nassau,
37,Europese Commissie,
38,Ibiza,
39,Orde van Oranje-Nassau,
40,Beterschap,
41,Kokcu,
42,teun,
43,toevallig,
44,wilhelmus,
45,Britse,
46,Steijn,
47,PostNL,
48,Nicolette,
49,Ganges,
