,topic,tweet_volume
0,#ENHYPEN,1594998
1,#BTS_Butter,386614
2,디지털 싱글,95297
3,이번 활동,50774
4,상담 카톡,
5,검찰총장,
6,하이브 뮤지엄,
7,#아무도_믿지않을_거짓말을_말해보자,
8,구슬아이스크림,
9,나즈나 생일,
10,당신의남은수,
11,#윈윈버블,
12,나비소녀,
13,실물 음반,
14,게임이면,
15,카리스마,
16,한시간동안,
17,몰티져스,
18,성지순례,
19,#더비구함,
20,카운트다운,
21,하트모양,
22,방탄티비,
23,실물앨범,
24,니쨩 생일,
25,노랑노랑,
26,방탄소년단의 매력,
27,쿠킹게임,
28,천러 베레모,
29,마멜잠옷,
30,섹시컨셉,
31,사쿠란보,
32,탐라 포지션,
33,청량섹시,
34,베이커리,
35,천러 너무,
36,보링 버전,
37,스키틀즈,
38,게임 광고,
39,만약 탈트,
40,유튜브 서버,
41,최애 반응,
42,표창장 관리,
43,상장대장,
44,공주침대,
45,목이버섯,
46,대사 초성,
47,천사같은얼굴,
48,트랙리스트,
49,중국당면,
