,topic,tweet_volume
0,Oscars,2481174
1,#BORDER_CARNIVAL,888679
2,#방탄소년단,529273
3,#NCTDREAM_맛_HotSauce,430561
4,#BTS_Butter,262561
5,QUE ES ESTO,182271
6,Chloé Zhao,177988
7,Central,163212
8,Oscar 2021,161880
9,WHAT'S MELTING,159546
10,CHENLE,139201
11,Bangtan,121511
12,Brad,119831
13,El 26,103514
14,#ITZY,70210
15,#LesbianVisibilityDay,62281
16,McDonald,62100
17,noelle,27406
18,BTS IS COMING,26295
19,#FelizLunes,26042
20,Dolina,22114
21,#GuessWho_MVTeaser1,21765
22,Holan,21195
23,Sinopharm,21003
24,Borges,16886
25,Ibai,16676
26,#Chernobyl,15606
27,Virrey,14788
28,MANTECA,12542
29,Escorpio,11319
30,Laso,
31,#BuenLunes,
32,#Navarro2023,
33,Carlos Bianchi,
34,INDEC,
35,#elclubdelmoro,
36,Daniel Gollan,
37,Luis Vázquez,
38,Dipy,
39,Matías Rojas,
40,ivan noble,
41,Florencia Peña,
42,Ministerio Público Fiscal,
43,Bossio,
44,Pappo,
45,Fernán Quirós,
46,Nueva Zelanda,
47,Angelina,
48,abel pintos,
49,#QuieroLaCamiseta,
