,topic,tweet_volume
0,#ENHYPEN,1538971
1,Butter,966674
2,#BORDER_CARNIVAL,888679
3,#Drunk_Dazed,404063
4,HYBE,310418
5,chanyeol,104522
6,sehun,64145
7,#LesbianVisibilityDay,62566
8,McDonald,62100
9,Nagelsmann,22641
10,CO JEST,15303
11,PROUD OF NIALL,12456
12,Masło,
13,Lewicy,
14,Lidlu,
15,Ekipa,
16,Czarnobylu,
17,#matura2021,
18,Migalski,
19,PiSem,
20,cichociemni,
21,Krajowego Planu Odbudowy,
22,Bangtani,
23,Funduszu Odbudowy,
24,Lugola,
25,bayernie,
26,Kolor,
27,PiSowi,
28,Hołownia,
29,Sejmie,
30,hbo go,
31,koksy,
32,Czechami,
33,CO TO JEST,
34,lipsku,
35,Podrywacze,
36,Różowy,
37,Matma,
38,Brosz,
39,Wybieram,
40,Wrocławiu,
41,Sobolewski,
42,fioletowy,
43,hyballe,
44,PiSu,
45,Warzechy,
46,Nepo,
47,Kamila,
48,Zandberg,
49,Od 4,
