,topic,tweet_volume
0,Oscar,1091173
1,Spotify,783113
2,#COVID19,521961
3,China,319681
4,Bitcoin,298349
5,West,260262
6,Europe,114840
7,NFTs,97815
8,Russia,84868
9,Real Madrid,65967
10,#LesbianVisibilityDay,64727
11,Bayern,49486
12,#bootwtselfieday,47242
13,Joda,22687
14,Norwegian,10814
15,mjøndalen,
16,sandefjord,
17,#vEGU21,
18,Norsk,
19,Oslo,
20,Norge,
21,Selvfølgelig,
22,Kommer,
23,Erna,
24,Ålesund,
25,Alltid,
26,flott,
27,id-kort,
28,Norway,
29,Bergen,
30,molde,
31,politiet,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
