,topic,tweet_volume
0,Butter,1654782
1,Spotify,774879
2,Boring,530697
3,President,381822
4,namjoon,358422
5,Queen,260438
6,West,254593
7,Jake,252287
8,WhatsApp,243264
9,Bestie,227434
10,Pink,214468
11,Hero,177881
12,WHAT'S MELTING,176429
13,Yellow,140483
14,Bangtan,132830
15,#Every27thWithLOEY,112151
16,sehun,109410
17,hobi,95783
18,soobin,95431
19,Majority,73478
20,BTSARMY RUN FOR BTS,72540
21,Useless,65793
22,Xbox,63564
23,ariana,60048
24,jhope,54463
25,Iftar,41681
26,Constitution,32261
27,Madam,24921
28,eunwoo,23408
29,Judges,22727
30,#JusticeQaziFaezIsa,15328
31,Varane,13486
32,Aunty,12605
33,Judiciary,12255
34,#SupremeCourt,12222
35,#DGISPR,
36,McDonalds,
37,reham khan,
38,Mansoor,
39,Supreme Judicial Council,
40,Buzdar,
41,Roza,
42,Pashto,
43,Waise,
44,Waziristan,
45,Tenks,
46,Mian,
47,MA SHA ALLAH,
48,Maghrib,
49,,
