,topic,tweet_volume
0,Butter,1294279
1,Dynamite,918493
2,Jake,267085
3,MY HEART,241802
4,bighit,239984
5,Spring,198723
6,CAN'T WAIT,197460
7,WHAT'S MELTING,166984
8,NEW SINGLE,166427
9,CHENLE,149988
10,Bangtan,128191
11,#CHANYEOL,88449
12,Tahu,84449
13,INI APA,72218
14,#Every27thWithLOEY,71081
15,Irene,69949
16,ASMR,66032
17,BTSARMY RUN FOR BTS,65045
18,BTS IS COMING,58891
19,K and EJ,55869
20,D-30,44686
21,Sejam,39822
22,6th Anniversary Challenge,39219
23,Day-30,35591
24,ITZY IS DIFFERENT,29607
25,#LOEYxStudioNNG,25692
26,Mentega,17193
27,Geonu,14523
28,Meleleh,11901
29,21 Mei,11750
30,#IkatanCintaEp251,10854
31,Reyna,10074
32,BTS IS BACK,
33,LEE HAECHAN,
34,GITU DOANG,
35,Ultimate Bias,
36,P'Tay,
37,Rimar,
38,Burung,
39,Komnas HAM,
40,Nunggu 1,
41,Sunda Empire,
42,Keju,
43,Jeon Wonwoo,
44,Bu Risma,
45,11.00 WIB,
46,kim yerim,
47,matematika,
48,GERD,
49,,
