,topic,tweet_volume
0,#ENHYPEN,1615780
1,#BTS_Butter,496053
2,#Bitcoin,187993
3,#crypto,130819
4,Europe,117034
5,#LesbianVisibilityDay,86122
6,#DeFi,82056
7,Soviet,12048
8,#chornobyl,
9,зеленский,
10,Kyiv,
11,Чернобыльской АЭС,
12,Украине,
13,скорее,
14,Вроде,
15,супер,
16,киева,
17,Поздравляю,
18,Москву,
19,Путина,
20,Красиво,
21,Жаль,
22,#Ukraine,
23,#dota2,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
