,topic,tweet_volume
0,Butter,1294279
1,in india,725824
2,China,319407
3,Johnson,253735
4,HAECHAN,213264
5,louis tomlinson,129623
6,Bangtan,128191
7,Arizona,99614
8,tommy,72817
9,Samsung,66763
10,#LesbianVisibilityDay,64727
11,European,60748
12,Dylan,30122
13,Nagelsmann,23127
14,Hallo,21503
15,Esther,16373
16,Leipzig,14323
17,#lintjesregen,
18,McDonalds,
19,Koninklijke,
20,Claudia de Breij,
21,Koningsdag,
22,Koopmans,
23,Henk Kamp,
24,Ridder,
25,Bijenkorf,
26,Rechts,
27,Oranje Nassau,
28,Europese Commissie,
29,Wijchen,
30,Rawe Ceek,
31,Woensdag 28,
32,Elftal van de Week,
33,Jacky,
34,Indiase,
35,Tsjernobyl,
36,Kokcu,
37,Muck,
38,vegan streaker,
39,Noordwijk,
40,Steven Berghuis,
41,Rode Kruis,
42,Donald Duck,
43,Italië,
44,Willem,
45,Ugandan,
46,Jong Ajax,
47,,
48,,
49,,
