,topic,tweet_volume
0,Butter,1507581
1,THAT'S IT,1409425
2,Dynamite,961737
3,#NCTDREAM_맛_HotSauce,468335
4,#SEVENTEEN,384934
5,HYBE,329941
6,bighit,254166
7,HAECHAN,220653
8,NEW SINGLE,192733
9,WHAT'S MELTING,172914
10,CHENLE,156431
11,Bangtan,132849
12,#CHANYEOL,109431
13,sehun,98931
14,NEW ALBUM,96394
15,#Every27thWithLOEY,95282
16,Cooking,90967
17,BTS IS COMING,78059
18,BTS COMEBACK,76572
19,Irene,73701
20,BTSARMY RUN FOR BTS,68632
21,ASMR,67196
22,DEIB AND MAXPEIN,64867
23,K and EJ,56070
24,McDonalds,52326
25,WHAT'S HAPPENING,50164
26,jihyo,42882
27,#GuessWho_MVTeaser1,35457
28,ITZY IS DIFFERENT,34556
29,meet ceo heart,26273
30,mondate with ellaizyl,22591
31,just in with kodrea,21921
32,Na Jaemin,21799
33,Lele,18705
34,BEST BOY MINGHAO,14458
35,CHIMANDA FOR VERSUS,14071
36,2min,12276
37,SAVE THE DATE,11237
38,ralphgail 4 crismar ls,10603
39,AKIng Kaarawan NaBukas,
40,STREAM BOY ON YOUTUBE,
41,SeChan,
42,P'Tay,
43,YUN NA YON,
44,SUMMER PACKAGE,
45,EAT JIN,
46,franzeya 2ndmonthsary,
47,Gordon Ramsay,
48,LEE DONGHYUCK,
49,Lost Stars,
