,topic,tweet_volume
0,Butter,1775143
1,#ENHYPEN,1605636
2,Dynamite,968572
3,#BORDER_CARNIVAL,890093
4,haechan,223600
5,WHAT'S MELTING,179920
6,Bangtan,135753
7,Henry,119561
8,#MondayMotivation,106998
9,#LesbianVisibilityDay,80874
10,ASMR,68218
11,McDonald,67141
12,Selena Gomez,55423
13,BILLIE,44005
14,West Side Story,26643
15,Spielberg,21142
16,L'école,19503
17,Vidal,16633
18,Généraux,14824
19,Visio,10278
20,#WELOVEYOUMINA,
21,#FamillesNombreuses,
22,Beurre,
23,Anne Hathaway,
24,François Pinault,
25,#Top5Winamax,
26,#affaireconclue,
27,Keylor Navas,
28,L'ami,
29,Libé,
30,L'ADN,
31,Danette,
32,Blachier,
33,Kimpembe,
34,Florence Parly,
35,Alice Coffin,
36,CNED,
37,Stéphanie M.,
38,Michou,
39,Buttes Chaumont,
40,Naps,
41,#ratchetandclankriftapart,
42,#webinar,
43,#WorldIPDay,
44,#rentreescolaire,
45,#Tchernobyl,
46,#MarchesAttaque,
47,#alternance,
48,#MondayMoji,
49,#BlanquerDemission,
