,topic,tweet_volume
0,#SemanaFlexible,600252
1,#BTS_Butter,497496
2,Bioseguridad,162593
3,Amén,153693
4,Patria,146266
5,Perú,141175
6,#26Abr,135399
7,El 26,119476
8,Don Gato,83950
9,Chelsea,75371
10,McDonald,68149
11,Feliz Semana,63893
12,Ecuador,52270
13,apure,43660
14,Bendecido,42847
15,Auron,32948
16,Presidente Maduro,31292
17,#FelizLunes,29868
18,#GNByPuebloVenciendo,27524
19,Boston,25218
20,Hugo Chávez,22327
21,FARC,19983
22,Verónica,14483
23,diplomático,14347
24,Varane,14055
25,Delta Amacuro,12206
26,Sofía Oviedo,10659
27,Yulimar Rojas,
28,Nemesio Montiel,
29,Juan Pablo Pernalete,
30,Eliézer Otaiza,
31,Tomates Fritos,
32,Guinness World Records,
33,Día Internacional del Humor,
34,raúl leoni,
35,UNEFA,
36,chernóbil,
37,Roland Carreño,
38,Castilla,
39,Cada 26,
40,Casanay,
41,táchira y bolívar,
42,cddno,
43,Celebramos 22,
44,María Carolina Santana,
45,The Washington Post,
46,Elvis Amoroso,
47,Oeste,
48,Guaire,
49,AMADO DIOS,
