,topic,tweet_volume
0,El 1%,392224
1,El 2%,270499
2,Lucas,214443
3,QUE ES ESTO,182271
4,Piñera,150442
5,CHENLE,139201
6,Bangtan,121511
7,Winter,112435
8,Mario,100590
9,Congreso,93467
10,Pdte,66879
11,McDonalds,48158
12,Mantequilla,39491
13,mostra,37181
14,Ignorancia,27612
15,BTS IS COMING,26295
16,Ignorante,24357
17,pensiones,23898
18,ITZY IS DIFFERENT,21541
19,Holan,21128
20,Marcela,14651
21,Javiera Parada,14047
22,Erick,11805
23,AFPs,11658
24,Renato,11168
25,INDIVIDUALES,10637
26,#terceretiro10ciento,
27,#ContigoCHV,
28,Bellolio,
29,Julio César,
30,Monse,
31,Pymes,
32,Moreira,
33,Proyecto de Ley,
34,Julito,
35,Letelier,
36,beñat,
37,Cadem,
38,Neva,
39,Goic,
40,Poyet,
41,"0,3 UF",
42,Aprueben,
43,SENAME,
44,Pame,
45,blumel,
46,Ossa,
47,,
48,,
49,,
