,topic,tweet_volume
0,Butter,1294279
1,in india,725824
2,China,319681
3,Jake,266738
4,Johnson,253735
5,HAECHAN,213264
6,louis tomlinson,129623
7,Bangtan,127908
8,Arizona,99614
9,tommy,72817
10,#LesbianVisibilityDay,66864
11,Samsung,66844
12,European,60710
13,Dylan,30122
14,Nagelsmann,23162
15,Hallo,21503
16,Esther,16373
17,Leipzig,14323
18,#lintjesregen,
19,McDonalds,
20,Koninklijke,
21,Claudia de Breij,
22,Koningsdag,
23,#kutkaag,
24,Koopmans,
25,Henk Kamp,
26,Ridder,
27,Bijenkorf,
28,#bandidos,
29,Rechts,
30,Oranje Nassau,
31,Europese Commissie,
32,Wijchen,
33,Rawe Ceek,
34,Woensdag 28,
35,Elftal van de Week,
36,Jacky,
37,Indiase,
38,Tsjernobyl,
39,Kokcu,
40,Muck,
41,vegan streaker,
42,Noordwijk,
43,Steven Berghuis,
44,Rode Kruis,
45,Donald Duck,
46,Italië,
47,Willem,
48,Ugandan,
49,,
