,topic,tweet_volume
0,#BTS_Butter,496053
1,#หัวท้ายตายก่อนxมิว,349200
2,#INTO1isComing,292680
3,#Onet64,283403
4,#ครึ่งชีวิตทั้งจิตใจEarthMix,247069
5,JOOX,219917
6,#โควิด19วันนี้,206414
7,#JAEMIN,181922
8,#nomin,150391
9,#VoteGOT7xJTMA2021,143691
10,#CHANYEOL,142066
11,#Every27thWithLOEY,133312
12,#HAECHAN,125588
13,#CHENLE,107027
14,#หมอไม่ทน,86499
15,#BoringJalapeño_Day2,73550
16,#GetWellSoonTayTawan,73468
17,MEW ALL NIGHT,71805
18,ASMR,69028
19,#tawan_v,40165
20,#SEHUN,37447
21,GULF NIGHT,30047
22,#ITZY_GUESSWHO,23944
23,#noren,23232
24,#WelcomeYuGengyin,17382
25,#วินาทีที่ตกหลุมรักเนย,12323
26,#ClubhouseTH,11147
27,LetUgo Music,11080
28,#ZhangXingte,10963
29,#minno,10523
30,#ฉันเกิดในรัชกาลแจมเวน,
31,#4EVE1stWin,
32,#LysnBubble_TEN,
33,#JMJ24thDay,
34,#200KstaywithJeff,
35,#บาปอยุติธรรมep11,
36,#ไวร่าท็อปสามอิอิ,
37,#พายุทรายep1,
38,#เล่นเกมกับบอทอามุโร่,
39,#Jorin4EVE,
40,#โควททวิตรีวิวเจ้าของแอค,
41,#BENZALERT,
42,#แบตเตอรี่ของอเลิ๊ต,
43,#JamyJamess,
44,#อรตาหวาน,
45,#OrnBNK48,
46,#LyricTheWoyWaySS2,
47,#KaewBNK48,
48,#LaurierXBrightWin,
49,#จางซิงเท่อ,
