,topic,tweet_volume
0,Enhypen,2399319
1,Dynamite,968572
2,#BTS_Butter,470378
3,bighit,265963
4,Chanyeol,208513
5,WHAT'S MELTING,179736
6,Sehun,119967
7,BTS IS COMING,100171
8,#LesbianVisibilityDay,80874
9,manteiga,67613
10,mc donalds,54937
11,BANGTANTV,54061
12,Sputnik,54018
13,Omar,47712
14,BILLIE,44005
15,ITZY IS DIFFERENT,39010
16,Kwon,31095
17,Girl From Rio,30613
18,é single,28999
19,Ana Maria,28541
20,noelle,28435
21,Lira,26542
22,Fábio,24990
23,BROTA NO BAILÃO,24167
24,O Spotify,23111
25,#FicaHolan,23092
26,HAPPIER THAN EVER,20435
27,Thelma,18115
28,#MaisVocê,13452
29,#BolsonaroPresidenteAte2026,
30,manu rios,
31,Dida,
32,ander,
33,Buffon,
34,Garota de Ipanema,
35,Marinho,
36,Diniz,
37,TE AMAMOS VITORIA,
38,Lisca,
39,tom jobim,
40,Júlio César,
41,Neuer,
42,Qualy,
43,William Alves,
44,Marcelo Fernandes,
45,CUFA,
46,Hering,
47,Jair Ventura,
48,VOTE CRUSHER PARA GAMER DO ANO,
49,Adão,
