,topic,tweet_volume
0,Óscar,1078529
1,#BORDER_CARNIVAL,882018
2,Biden,567454
3,#COVID19,510822
4,El Gobierno,322393
5,Jesús,256734
6,Doctor,176620
7,Chile,170781
8,Amén,149480
9,Barça,93444
10,Totalmente,85704
11,Italia,85416
12,AstraZeneca,75026
13,Francia,44785
14,Bendiciones,40756
15,Alcaldía,33274
16,Maestro,29985
17,#FelizLunes,25630
18,Rusia,25540
19,Cristiano,21241
20,Biblia,20290
21,Hoy 26,18611
22,América Latina,14680
23,Américas,14102
24,Salud Pública,12468
25,Ladrones,12384
26,ministerio público,10720
27,Secretarias,
28,#EstoNoEsRadio,
29,#diadelasecretaria,
30,tolentino,
31,Alfredo Pacheco,
32,Adam Cáceres,
33,El PLD,
34,Jehová,
35,Código Penal,
36,Cibao,
37,Muchas Felicidades,
38,San Pedro de Macorís,
39,Pastora,
40,danilato,
41,Semana Santa,
42,Danilo Medina,
43,Luis Abinader,
44,papá dios,
45,Dominicana,
46,barahona,
47,Azua,
48,Ozama,
49,Brugal,
