,topic,tweet_volume
0,Dynamite,949404
1,#BTS_Butter,434436
2,bighit,257423
3,WHAT'S MELTING,176202
4,#KabineEk40BniOyalıyor,158653
5,Sehun,109410
6,McDonald,65642
7,aygün,38896
8,Sputnik V,34908
9,MilyonlarınTalebi MahkumaAF,28080
10,Selahattin Demirtaş,24523
11,Hilal Kaplan,24037
12,Yasin Börü,21829
13,Üsküdar,21027
14,#EkmekDüşmanıAkp,19947
15,Ümraniye,19098
16,YasakElma DevamEtsin,16481
17,konumatv hedefmaraşlı,15166
18,PROUD OF NIALL,12988
19,Tam Kapanma,12648
20,26 Nisan,12021
21,GüçlüKadın MerveAydın,10103
22,#HerYerdeBirlikteyiz,
23,Cengiz Topel,
24,meydanlarda,
25,VedatHocadan BİNSGKDentYrd,
26,Alanlarda,
27,Acun Ilıcalı,
28,Yaşar Kemal Uğurlu,
29,Abdulkadir Bitigen,
30,Tehlikenin FarkındaMısınız,
31,Tarkan,
32,Edep,
33,hande erçel,
34,Nazım Sangare,
35,Sadece Şeyma,
36,Teröristtir,
37,kerem bürsin,
38,Etli,
39,Asım Ekren,
40,İlker Baş,
41,27 Nisan Salı,
42,28 Nisan Çarşamba,
43,Onyekuru,
44,Rizeli,
45,İstikbal Göklerdedir,
46,Mimar Sinan,
47,Tatar,
48,,
49,,
