,topic,tweet_volume
0,Butter,1294279
1,in india,725824
2,China,319407
3,Johnson,253735
4,HAECHAN,212606
5,louis tomlinson,129623
6,Bangtan,127908
7,Arizona,99614
8,tommy,72817
9,Samsung,66844
10,#LesbianVisibilityDay,64727
11,European,60748
12,Dylan,30099
13,Nagelsmann,23127
14,Hallo,21503
15,Esther,16363
16,Leipzig,14335
17,#lintjesregen,
18,McDonalds,
19,Claudia de Breij,
20,Koninklijke,
21,#kutkaag,
22,Koningsdag,
23,Koopmans,
24,Henk Kamp,
25,Ridder,
26,Bijenkorf,
27,Rechts,
28,Oranje Nassau,
29,Europese Commissie,
30,Wijchen,
31,Rawe Ceek,
32,Woensdag 28,
33,Elftal van de Week,
34,Jacky,
35,Indiase,
36,Tsjernobyl,
37,Kokcu,
38,Muck,
39,vegan streaker,
40,Noordwijk,
41,Steven Berghuis,
42,Rode Kruis,
43,Donald Duck,
44,Willem,
45,Italië,
46,Ugandan,
47,Jesse Klaver,
48,,
49,,
