,topic,tweet_volume
0,#BestFanArmy,2097127
1,#BTSARMY,1185001
2,Oscar,1082828
3,namjoon,359545
4,London,184391
5,Europe,113177
6,Mail,89593
7,Russia,83778
8,#LesbianVisibilityDay,62281
9,Trainer,21615
10,Motto,14207
11,#Doskozil,
12,Sozialdemokratie,
13,burgenland,
14,Begriffe,
15,#Tschernobyl,
16,Vertrag,
17,Atomkraft,
18,Reihe,
19,ansatz,
20,Klimakrise,
21,Gericht,
22,Steuer,
23,Anliegen,
24,Lehrer,
25,Vermögen,
26,Markt,
27,Gesundheitssystem,
28,Ideen,
29,Zeug,
30,Überraschung,
31,Wahlen,
32,Wohnungen,
33,Außerdem,
34,Medikamente,
35,Jahrzehnten,
36,Berg,
37,Wagner,
38,liebe grüße,
39,Modell,
40,Bedeutung,
41,Wert,
42,Bezeichnung,
43,Arbeitgeber,
44,Vienna,
45,Verständlich,
46,Erkrankung,
47,Verhalten,
48,Ludwig,
49,Wien,
