,topic,tweet_volume
0,#ENHYPEN,1465117
1,Butter,1294279
2,#BORDER_CARNIVAL,899741
3,Nomadland,190528
4,Zendaya,176047
5,Anthony Hopkins,140450
6,Brad Pitt,87652
7,#LesbianVisibilityDay,64727
8,McDonald,64419
9,Frances McDormand,51839
10,Tina,32382
11,Loca,31779
12,Margot Robbie,23386
13,Pausini,20628
14,Samantha,18597
15,poste,17061
16,#Chernobyl,16200
17,Sally,14951
18,Las Vegas,13797
19,#26aprile,11239
20,#PNRR,
21,#assembramenti,
22,#PNNR,
23,#camera,
24,Aka e Tancredi,
25,Leotta,
26,Lazzaro,
27,Alessio,
28,Spalletti,
29,Veneto,
30,Partecipo,
31,Allegri,
32,Cecchi Paone,
33,Sarri,
34,Signorini,
35,Gasperini,
36,#Gravina,
37,#Dieci,
38,#lefetenti,
39,#recovery,
40,#FIGC,
41,#tagadala7,
42,#varianteindiana,
43,#Nuda10,
44,#LOLAfterShow,
45,#zonagialla,
46,#TorinoNapoli,
47,#Pirlo,
48,#ArteAColori,
49,#LazioMilan,
