,topic,tweet_volume
0,Butter,792686
1,#ครึ่งชีวิตทั้งจิตใจEarthMix,211993
2,#Onet64,204077
3,QUE ES ESTO,180821
4,WHAT'S MELTING,153631
5,Bangtan,116885
6,NEW SINGLE,99699
7,このちゃん,68062
8,Irene,64133
9,Ana Rosa,61431
10,BTSARMY RUN FOR BTS,60359
11,ミスクレーン,60333
12,#LesbianVisibilityDay,60188
13,Aqours,49269
14,mc donalds,47223
15,BTS COMEBACK,46143
16,サン宝石,38948
17,Mantequilla,37034
18,Reyes Maroto,34420
19,Halk Ekmek,33058
20,Ana Maria,27794
21,えっちゃん,23341
22,BTS IS COMING,20638
23,ピンクムーン,18694
24,BROTA NO BAILÃO,17650
25,#Every27thWithLOEY,16262
26,ITZY IS DIFFERENT,16167
27,BEST BOY MINGHAO,14147
28,CRED,12278
29,Daisuke,11197
30,#関ジャニクロニクルf,10286
31,#FicaHolan,10118
32,Ratchet & Clank,10068
33,#松田好花生誕祭,
34,デジタルシングル,
35,隕石衝突の可能性,
36,Eat Jin,
37,エレちゃん,
38,のちゃん誕生日,
39,GoToイート発売,
40,Simon Case,
41,matomeHub,
42,yeezy slides,
43,地鳴り・地響き・家,
44,憤りの声,
45,ツイート多数,
46,Rivet,
47,Rick Santorum,
48,Julio Jones,
49,Rift Apart,
