,topic,tweet_volume
0,Texas,138348
1,Europe,114927
2,Israel,102824
3,Messi,93950
4,Option,84125
5,J'suis,70203
6,#LesbianVisibilityDay,64727
7,Moderna,61009
8,Depends,41645
9,Alternative,41133
10,Hoodie,29499
11,Merkel,22792
12,Mist,22592
13,Draghi,22186
14,Impfung,16852
15,#Chernobyl,16241
16,Cancel Culture,14703
17,Geimpfte,14127
18,Conseil,13945
19,#coronavax,
20,Vaud,
21,Spitäler,
22,FFP2-Masken,
23,Impfzentrum,
24,Kleidung,
25,Migros,
26,erfahrungen,
27,Spieler,
28,valais,
29,Bern,
30,Anzug,
31,Parlament,
32,krise,
33,Kohle,
34,Umfrage,
35,Schutz,
36,Begriff,
37,Mühe,
38,Kantonen,
39,Schüler,
40,Svizzera,
41,Impfstoff,
42,Impftermin,
43,Fälle,
44,Argumentation,
45,Ausland,
46,Hoffentlich,
47,Stück,
48,,
49,,
