,topic,tweet_volume
0,#ENHYPEN,1605636
1,#BORDER_CARNIVAL,890093
2,#BTS_Butter,468471
3,Korean,259816
4,#LesbianVisibilityDay,81120
5,McDonald,67141
6,BILLIE,44005
7,Julian,40600
8,noelle,28412
9,Trainer,21758
10,Geimpfte,14780
11,Grundrechte,10150
12,#FirstDates,
13,#Impfgipfel,
14,#Erfurt,
15,Täter,
16,Benedikt,
17,Syrer,
18,Zivilcourage,
19,Privilegien,
20,Impfangebot,
21,Ablöse,
22,Elternteil,
23,strahlung,
24,Privatjet,
25,Atomkraft,
26,Kameras,
27,Heute vor 35 Jahren,
28,Rassisten,
29,#Nagelsmann,
30,#whatsmelting,
31,#LaschetVerhindern,
32,#Tschernobyl,
33,#Montagslaecheln,
34,#lesbischeSichtbarkeit,
35,#AnnalenaBaerbock,
36,#Impfpriorisierung,
37,#Kohfeldt,
38,#Weinzierl,
39,#Krösche,
40,#RBLeipzig,
41,#vEGU21,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
