,topic,tweet_volume
0,#BORDER_CARNIVAL,888679
1,#방탄소년단,529273
2,#NCTDREAM_맛_HotSauce,430561
3,#BTS_Butter,257657
4,QUE ES ESTO,182479
5,Chloé Zhao,177988
6,Oscar 2021,161880
7,WHAT'S MELTING,159546
8,CHENLE,139942
9,Bangtan,121511
10,Brad,119831
11,El 26,103514
12,#LesbianVisibilityDay,62281
13,Chernobyl,35795
14,BTS IS COMING,27630
15,noelle,27406
16,#FelizLunes,26042
17,#GuessWho_MVTeaser1,22397
18,Dolina,22114
19,ITZY IS DIFFERENT,21541
20,Holan,21195
21,Sinopharm,21003
22,Borges,16867
23,Ibai,16676
24,Virrey,14788
25,MANTECA,12542
26,Escorpio,11319
27,Talleres,
28,Retegui,
29,#BuenLunes,
30,McDonald,
31,#Navarro2023,
32,Carlos Bianchi,
33,INDEC,
34,#elclubdelmoro,
35,Daniel Gollan,
36,Luis Vázquez,
37,Dipy,
38,Matías Rojas,
39,ivan noble,
40,Florencia Peña,
41,Ministerio Público Fiscal,
42,Bossio,
43,Pappo,
44,Fernán Quirós,
45,Nueva Zelanda,
46,Angelina,
47,abel pintos,
48,#QuieroLaCamiseta,
49,#BuenosDiasATodos,
