,topic,tweet_volume
0,Google,698402.0
1,Chelsea,257402.0
2,Medium,188418.0
3,Petition,89694.0
4,Bravo,82767.0
5,Cola,50946.0
6,Sender,26464.0
7,Turbo,11474.0
8,#FAKADM,
9,#JKvsP7,
10,Fellner,
11,#SKNSVR,
12,#faklive,
13,#HTBALT,
14,Belästigung,
15,Auer,
16,Glas,
17,Tipp,
18,Schönen Abend,
19,Täter,
20,Schwester,
21,Jaaa,
22,Ludwig,
23,Versteh,
24,Anlass,
25,Prüfung,
26,Realität,
27,Vormittag,
28,Fleisch,
29,Umgebung,
30,Chancen,
31,Magen,
32,Schade,
33,Luft,
34,Socken,
35,Ecke,
36,Blümel,
37,Schulen,
38,Erklärung,
39,Arbeitsplatz,
40,Schlagzeile,
41,Schuld,
42,Monate,
43,Beruf,
44,demokratie,
45,Holz,
46,Vorschläge,
47,Trottel,
48,Sprache,
49,Arbeitnehmer,
