,topic,tweet_volume
0,Covid 19,1089698.0
1,#방탄소년단,906720.0
2,#BTS_Butter,850759.0
3,#FridayLivestream,665402.0
4,Apple,495275.0
5,China,318903.0
6,México,296886.0
7,WhatsApp,294495.0
8,Jesús,231928.0
9,Chelsea,212047.0
10,Colombia,180047.0
11,Amen,158506.0
12,Director,152180.0
13,Totalmente,126286.0
14,billie,116296.0
15,EN VIVO,83301.0
16,Necesitamos,82447.0
17,Bravo,82400.0
18,Michael Jackson,65906.0
19,lea más,63621.0
20,Jason,55257.0
21,Dunia,50402.0
22,Tranquilo,36868.0
23,Bad Bunny,30529.0
24,Francia,22893.0
25,Danilo,10832.0
26,Adán Cáceres,
27,centro médico de diabetes,
28,Obesidad y Especialidades,
29,Código Penal,
30,Plan Mi Vivienda,
31,#RepúblicaDominicana,
32,Peña Guaba,
33,#FelizMartesATodos,
34,pastora rossy guzmán,
35,Operación Coral,
36,los alcarrizos,
37,dncd,
38,Faride,
39,alofoke,
40,Pepca,
41,Hipólito,
42,Policía Nacional,
43,Ministerio de Salud Pública,
44,Luis Abinader,
45,monte plata,
46,Montecristi,
47,Santiago José Francisco Núñez,
48,Ozama,
49,Procuraduría,
