,topic,tweet_volume
0,#BTSARMY,1094938.0
1,#방탄소년단,908246.0
2,#BTS_Butter,851512.0
3,renjun,232951.0
4,Chelsea,213904.0
5,billie,116713.0
6,LGBT,54343.0
7,Lewica,43894.0
8,Marcelo,36883.0
9,#HanKer,15022.0
10,Razem,10948.0
11,#BEŁWID,
12,biejat,
13,PiSem,
14,babcia kasia,
15,hartwich,
16,Czarzasty,
17,Władysława Króla,
18,Gach,
19,Gowinem,
20,Platforma,
21,Morozowskiego,
22,Borys Budka,
23,Widzew,
24,Sejmu,
25,Biedroń,
26,Tomczyk,
27,Luxmedzie,
28,Schetyna,
29,PiSu,
30,Sejmie,
31,PiSowi,
32,Morawiecki,
33,Panią,
34,Lubnauer,
35,Ziobro,
36,Unii,
37,Premiera,
38,hartwig,
39,Ikonowicz,
40,komuniści,
41,Solidarna Polska,
42,Bełchatowie,
43,POKO,
44,PZPR,
45,mieszkanie,
46,Nitras,
47,Jesteście,
48,Wstyd,
49,Dulkiewicz,
