,topic,tweet_volume
0,Chelsea,278003.0
1,15 رمضان,140175.0
2,١٥ رمضان,140165.0
3,SPOTIFY KING JIMIN,69473.0
4,#متحرش_في_امه,25661.0
5,اليوم الثلاثاء,21782.0
6,#وفاه_ابو_وليد,20761.0
7,#HalaMadrid,19802.0
8,تشيلسي,19632.0
9,#الرياض_الان,19611.0
10,#مقلب_رامز_بريم_عبدالله,17691.0
11,#ولي_العهد_في_لقاء_خاص,14755.0
12,الاردن,13218.0
13,#محمد_بن_سلمان_علي_السعوديه,12380.0
14,#امطار_مكه,11126.0
15,الريال,11010.0
16,نور علي,10057.0
17,#ساعدو_يوسف_مبارك,
18,#فطورك_بدون_اسراف٩,
19,لحفظ النعمه,
20,كاس العرب,
21,مارسيلو,
22,بمكة المكرمة,
23,توخيل,
24,جنوب السودان,
25,الجزائر,
26,زيدان,
27,هازارد,
28,جيل الثمانينات,
29,فوز هلالي,
30,سامي الجابر,
31,حي الطريف,
32,كانتي,
33,جيمس,
34,الهلال اليوم,
35,علي صوت المطر,
36,فيصل بن بندر بن عبدالعزيز,
37,صوت الرعد,
38,كورتوا,
39,#الهلال_اجمك,
40,#باركود15,
41,#تهميش_معيدو_الجوف,
42,#ممنوع_التجول__15,
43,#انقذوا_فهد_1,
44,#ويش_يسعد_الرجل,
45,#خالد_عبدالرحمن,
46,#عهود_السامر_ممنوع_التجول,
47,#هلالي_صريح,
48,#لقاء_ولي_العهد,
49,#الكيبوب_رذيله,
