,topic,tweet_volume
0,#방탄소년단,918284.0
1,#BTS_Butter,843627.0
2,1 Bitcoin,141935.0
3,billie,121537.0
4,Jordan,80615.0
5,SPOTIFY KING JIMIN,68629.0
6,Donation,66072.0
7,Delhi HC,53179.0
8,हाई कोर्ट,46601.0
9,Hazard,40624.0
10,Marcelo,40390.0
11,SSRians Pray 4 Better India,40303.0
12,Donating,39996.0
13,Congratulations Jimin,39240.0
14,CHARTBUSTER SEETI MAAR,38428.0
15,#RCBvsDC,25714.0
16,Shaw,21966.0
17,Mishra,21196.0
18,Pant,20524.0
19,Zidane,19091.0
20,KINDEST ACTOR AKSHAY KUMAR,18902.0
21,Siraj,17119.0
22,Pyare Khan,14149.0
23,#AbdeVilliers,
24,Hetmyer,
25,Stoinis,
26,Yorkers,
27,Jamieson,
28,Hetty,
29,MPLADS,
30,Harshal,
31,Avesh Khan,
32,Captaincy,
33,Sundar,
34,Azpi,
35,ponting,
36,Sams,
37,Agartala,
38,Arfa,
39,Royal Challengers Bangalore,
40,Rabada,
41,Patidar,
42,charan,
43,Ishant,
44,Steve Smith,
45,DUSK BLUE,
46,Binga,
