,topic,tweet_volume
0,#BTSARMY,1097592.0
1,#방탄소년단,910140.0
2,#BTS_Butter,834239.0
3,Luna,368889.0
4,#Candyเข้ากันพอดี,368479.0
5,billie,118732.0
6,wonpil,110605.0
7,RUN BTS,108668.0
8,#JiminSpotify500M,107606.0
9,#우리의봄_원필아_생일축하해,91897.0
10,#Our_Healer_PILDAY,82289.0
11,#PINKMOON,79463.0
12,SPOTIFY KING JIMIN,68383.0
13,nayeon,64776.0
14,#BoringJalapeño_Day3,64568.0
15,#MITM_MVTeaser2,47410.0
16,DO IT LIKE ITZY,47215.0
17,Congratulations Jimin,38887.0
18,Theo,38545.0
19,#Supermoon,29756.0
20,#인스피릿의_봄_성규야_생일축하해,26371.0
21,GLOBAL AMBASSADOR ROSÉ,19407.0
22,#roséxtiffanyhardwear,18316.0
23,youngk,16343.0
24,HUANG RENJUN,14775.0
25,THANK YOU SEVENTEEN,14410.0
26,Ligo,12950.0
27,Rabiya,12949.0
28,#ElijahMontefalcoXXIX,12601.0
29,#TBADNBoycottMZETxAPT52,11804.0
30,Jeon Wonwoo,11785.0
31,#ROSÉxBillboard,11159.0
32,TREASURE SPOTIFY DAY,
33,Klare,
34,Piri,
35,Sunggyu,
36,2yeon,
37,Lapu-Lapu,
38,Magellan,
39,#TSWIFTNIGHT,
40,#MNLovesSelfieDay,
41,#kameraday,
42,#IngraTalks,
43,#29thERVMDay,
44,#NavilleraEp12,
45,#SelaGuia,
46,#3YearsofSoojin,
47,#DearTeamIngrata,
48,#GoldennessSelcaDay,
49,#KiefLyonebigFIVE,
