,topic,tweet_volume
0,Chelsea,221321.0
1,billie,115642.0
2,Bayern,113375.0
3,Aries,70931.0
4,Neymar,65019.0
5,Virgo,64577.0
6,Burkina Faso,52624.0
7,Mandi,50405.0
8,Roberto Fraile,41358.0
9,Sega,40728.0
10,Marcelo,37505.0
11,Monteros,27714.0
12,Camille,16641.0
13,Tuchel,15925.0
14,Antalya,15909.0
15,Werner,15842.0
16,Generalitat,13976.0
17,Sandokan,11613.0
18,#yoveosálvame,11508.0
19,Del 1 al 10,10493.0
20,Géminis,10142.0
21,#cierrertve,
22,Lydia,
23,Casa Real,
24,Xerath,
25,Mónica López,
26,El Lute,
27,Laura Fa,
28,Beatriz de Vicente,
29,Tavares,
30,"""Clandestino""",
31,Bardem,
32,Hala Madrid,
33,Lequio,
34,Azpilicueta,
35,Descansen,
36,Efes,
37,VAMOS REAL,
38,TSJC,
39,Rohan Dennis,
40,Mossos,
41,Tauro,
42,Love of Lesbian,
43,FRAP,
44,jungly,
45,DMAX,
46,Makoke,
