,topic,tweet_volume
0,Chelsea,257402.0
1,billie,124291.0
2,Kazuha,76691.0
3,#RMACHE,61661.0
4,Burkina Faso,57051.0
5,Drake,42717.0
6,Marcelo,41779.0
7,Hazard,41680.0
8,Lakers,39301.0
9,Y'a R,38141.0
10,Blues,35260.0
11,Benzema,34554.0
12,La Tribune,34543.0
13,Mount,34384.0
14,Travis,27893.0
15,Piercing,23474.0
16,#KCORP,20725.0
17,Vinicius,20513.0
18,Zemmour,20513.0
19,Tuchel,18282.0
20,Werner,18233.0
21,Giroud,13858.0
22,Saken,13389.0
23,Pulisic,13274.0
24,#militaires,12805.0
25,Hala Madrid,11736.0
26,Damso,11563.0
27,Arabes,10686.0
28,#lesjeunesveulentlevaccin,
29,#EUMASTERS,
30,Ryze,
31,Matty,
32,Jimmy Mohamed,
33,Azpi,
34,Ziyech,
35,Sarah Fraisou,
36,Verdez,
37,Xerath,
38,Targamas,
39,Normandie,
40,Karting,
41,Ouvrez,
42,La F1,
43,Indochine,
44,Jean Messiha,
45,Doctolib,
46,Joffrin,
47,Ice Tea,
48,La Rochelle,
49,France Inter,
