,topic,tweet_volume
0,#BTS_Butter,823085.0
1,Chelsea,221321.0
2,billie,115642.0
3,Bayern,113375.0
4,Aries,70900.0
5,Virgo,64577.0
6,Más Madrid,53148.0
7,Burkina Faso,52624.0
8,Mandi,50405.0
9,Roberto Fraile,41275.0
10,Sega,40728.0
11,Hazard,38723.0
12,Marcelo,37374.0
13,Monteros,27714.0
14,Camille,16641.0
15,Tuchel,15978.0
16,Antalya,15909.0
17,Werner,15793.0
18,generalitat,13976.0
19,Sandokan,11594.0
20,#yoveosálvame,11508.0
21,Del 1 al 10,10493.0
22,Géminis,10142.0
23,Carvajal,
24,#cierrertve,
25,Lydia,
26,#PcComponentesLoPetaConIntel,
27,Casa Real,
28,#AlasDePlataEnFnac,
29,Xerath,
30,Mónica López,
31,El Lute,
32,Laura Fa,
33,Beatriz de Vicente,
34,Tavares,
35,"""Clandestino""",
36,Bardem,
37,Hala Madrid,
38,Lequio,
39,Azpilicueta,
40,Descansen,
41,Efes,
42,VAMOS REAL,
43,TSJC,
44,Rohan Dennis,
45,Mossos,
46,Tauro,
47,Love of Lesbian,
48,FRAP,
49,jungly,
