,topic,tweet_volume
0,Chelsea,242856.0
1,University,159550.0
2,TAGs,126746.0
3,Adorable,110291.0
4,Bhai,96272.0
5,More Power,48234.0
6,Fruit,48160.0
7,Cambridge,45053.0
8,Marcelo,40461.0
9,CHARTBUSTER SEETI MAAR,38428.0
10,Ahhhh,32520.0
11,Oops,32330.0
12,Hande,31305.0
13,#Resignshafqatmahmood,25662.0
14,Messed,24290.0
15,#StayStrongSiddiqueJan,23313.0
16,Universities,22429.0
17,Zidane,19048.0
18,oct nov,16046.0
19,Education Minister,12476.0
20,#ولادتِ_سردارِ_جنت_حسنؑ,11103.0
21,#جشن_آمد_امام_حسن_مجتبٰیؑ,
22,Imam Hassan,
23,Bashir Memon,
24,Andre Russell,
25,Karachi Kings,
26,Martin Guptill,
27,Faulkner,
28,Shakib,
29,Quetta Gladiators,
30,Lahore Qalandars,
31,islamabad united,
32,Bibi Fatima,
33,Multan Sultans,
34,Colin Munro,
35,Peshawar Zalmi,
36,Favourite Moment,
37,Holy Prophet,
38,Woahhh,
39,fatima tahir,
40,Gayle,
41,Rashid Khan,
42,Messenger of Allah,
43,As and A2,
44,Jibran Nasir,
45,Bruhhh,
46,whattt,
47,Waqar Zaka,
48,ahlulbayt,
