,topic,tweet_volume
0,billie,116296.0
1,Wireless,70192.0
2,Hazard,38665.0
3,Marcelo,36561.0
4,Parker,27776.0
5,Halal,19852.0
6,Zidane,17588.0
7,17 vs Now,17143.0
8,Watermelon,15299.0
9,Ajax,15156.0
10,aaron taylor johnson,14522.0
11,Sierra Leone,12858.0
12,Rumour,12455.0
13,John Lewis,12380.0
14,#tippingpoint,
15,Wimbledon,
16,GB News,
17,#EndOurFireSafetyScandal,
18,Microsoft Teams,
19,#NationalGardeningWeek,
20,#hiring,
21,Salone,
22,Colreevy,
23,Tony Blair,
24,Envoi Allen,
25,Cheltenham,
26,Chacun Pour Soi,
27,Arlene Foster,
28,Peter Stringfellow,
29,Azpi,
30,Allaho,
31,William Hartnell,
32,Gerry Francis,
33,Britain First,
34,Paul Weller,
35,Romain,
36,EHRC,
37,Mullins,
38,grant shapps,
39,The DUP,
40,Echoes In Rain,
41,Champion Chase,
42,Melanie Phillips,
43,David Icke,
44,Nube Negra,
45,Migos,
46,Allegra Stratton,
47,Stormont,
