,topic,tweet_volume
0,#방탄소년단,906720.0
1,#BTS_Butter,850759.0
2,Chelsea,213008.0
3,El 27,155798.0
4,billie,116296.0
5,Bayern,114784.0
6,Wonpil,105663.0
7,Neymar,65048.0
8,shawn,51409.0
9,Burkina Faso,50966.0
10,David Beriain,48867.0
11,DO IT LIKE ITZY,46967.0
12,Intelectuales,43914.0
13,Julian Nagelsmann,42790.0
14,Roberto Fraile,39876.0
15,Alfredo Adame,38638.0
16,MARTES 27,34536.0
17,Bundesliga,29937.0
18,Guardiola,22894.0
19,#FelizMartes,21589.0
20,Miércoles 28,20865.0
21,Mario Party,19226.0
22,#ANITWTselcaDAY,16928.0
23,Mimo,15097.0
24,Hacienda,12474.0
25,Ventana,11365.0
26,Fernanda Familiar,
27,#SoyBellaCuando,
28,Anaya,
29,Julio Scherer,
30,Acapulco Shore,
31,ROT IS COMING,
32,Meade,
33,CURP,
34,FIME,
35,Guillermo Haro,
36,Excelente Martes,
37,J Balvin,
38,EGEL,
39,Guardia Nacional,
40,CENEVAL,
41,Basilia Castañeda,
42,Obradorista,
43,Aristegui,
44,#ElPaisMasAcogedor,
45,#reborntwtselfieday,
46,#VivaAColombia,
47,#40ParaElDespeje,
