,topic,tweet_volume
0,#방탄소년단,906720.0
1,#BTS_Butter,850759.0
2,Óscar,358751.0
3,Pfizer,239767.0
4,El 27,155798.0
5,Jeonghan,121736.0
6,billie,116471.0
7,Wonpil,105603.0
8,Un 27,85209.0
9,Anvisa,76341.0
10,Champions League,76270.0
11,SPOTIFY KING JIMIN,67220.0
12,shawn,51374.0
13,DO IT LIKE ITZY,46969.0
14,Sinopharm,26622.0
15,Covidiota,24207.0
16,Gabinete,21786.0
17,#animeselcaday,17247.0
18,Lázaro Báez,14190.0
19,Tigre,13482.0
20,Pagni,12682.0
21,La RAE,12046.0
22,Cabak,11168.0
23,Renunciar,11116.0
24,Ventura,10467.0
25,#NestorKirchner,
26,#Intrusos,
27,Hace 18,
28,Costa Salguero,
29,Busquets,
30,CIBI,
31,Coloccini,
32,Fassi,
33,Felipe Miguel,
34,Sandez,
35,Cecilia Nicolini,
36,Laura Alonso,
37,Salazar,
38,Casi Ángeles,
39,J Balvin,
40,Villarreal,
41,Consejo del Salario,
42,leandro santoro,
43,Laurita,
44,la afip,
45,Casa Rosada,
46,troye,
47,Santiago Cafiero,
48,hoy juega boca,
