,topic,tweet_volume
0,#방탄소년단,925869.0
1,#BTS_Butter,851892.0
2,Chelsea,257402.0
3,Real Madrid,162104.0
4,billie,124291.0
5,STAY GOLD ON iHEART,119498.0
6,BREAKING NEWS,97300.0
7,#우리의봄_원필아_생일축하해,93757.0
8,#Our_Healer_PILDAY,83004.0
9,#BoringJalapeño_Day3,64638.0
10,#RMACHE,61661.0
11,#HAPPYWONPILDAY,55242.0
12,Maknae,53763.0
13,Munarman,53360.0
14,DO IT LIKE ITZY,47221.0
15,Babi,41602.0
16,Zahra,30764.0
17,Nasi,29592.0
18,D-29,27028.0
19,#인스피릿의_봄_성규야_생일축하해,26639.0
20,Densus 88,20666.0
21,ISIS,20081.0
22,Tango,15353.0
23,HUANG RENJUN,15003.0
24,youngk,14935.0
25,THANK YOU SEVENTEEN,14478.0
26,#IkatanCintaEp252,13019.0
27,jeon wonwoo,11933.0
28,Depok,11203.0
29,Gen 2,10912.0
30,ABC Leci,10512.0
31,I LOVE YOU HYUNSUK,
32,Gen 3,
33,Gen 4,
34,Petamburan,
35,kemasan baru,
36,Munaroh,
37,Fadli Zon,
38,park jisung,
39,Bravo Polri,
40,munarboy,
41,Nasgor,
42,Bias Wreckers,
43,Sandal,
44,Rezim,
45,#Selingkuh,
46,#NavilleraEp12,
47,#goldennessselcaday,
48,#KTBFFH,
49,#puisipendek,
