,topic,tweet_volume
0,Spotify,985399.0
1,Google,697562.0
2,Trump,479709.0
3,Accounts,220248.0
4,Medium,185445.0
5,Bravo,82546.0
6,Cola,50852.0
7,Recherche,19747.0
8,Turbo,11547.0
9,#Fellner,
10,#fakadm,
11,#faklive,
12,#HTBALT,
13,Kostendeckel,
14,Auer,
15,Ludwig,
16,Täter,
17,Schwester,
18,Tipp,
19,Geschichten,
20,Versteh,
21,Anlass,
22,Fleisch,
23,Prüfung,
24,Bericht,
25,Kultur,
26,Werte,
27,Blümel,
28,Vormittag,
29,Socken,
30,Seiten,
31,Schulen,
32,Erklärung,
33,Schlagzeile,
34,Schuld,
35,Risiko,
36,Zeitpunkt,
37,Geimpften,
38,Austria,
39,Priorität,
40,Gespräch,
41,Sprache,
42,Arbeitnehmer,
43,Umgebung,
44,Realität,
45,Werk,
46,Runde,
47,Vorteil,
48,Sobotka,
