,topic,tweet_volume
0,Johnson,303615.0
1,Maria,234846.0
2,Cuba,131383.0
3,billie,116932.0
4,Bayern,114916.0
5,#isola,95590.0
6,shawn,51484.0
7,Burkina Faso,51141.0
8,Sonia,46641.0
9,Giulia,40047.0
10,Lola,36652.0
11,serena,17061.0
12,Antalya,16240.0
13,Aaron Taylor,14764.0
14,Salvini,11902.0
15,Gramsci,11883.0
16,Samuele,
17,Jerry Calà,
18,Gange,
19,Pettinelli,
20,Biagio,
21,Hallelujah,
22,Senato,
23,Peter Neumair,
24,Benno,
25,Armanda,
26,Dosi,
27,Sangio,
28,BALLERINI,
29,ridere,
30,5mila,
31,Lino Banfi,
32,Lombardia,
33,Agnese,
34,Niccolò,
35,Grillo,
36,Deddy,
37,Cosimo,
38,San Marino,
39,can divit,
40,Gipi,
41,Sikh,
42,Katy Perry,
43,Fratelli,
44,Dagospia,
