,topic,tweet_volume
0,#AbrazaLaVida,1033143.0
1,El Gobierno,386263.0
2,Chelsea,278003.0
3,#27Abr,219623.0
4,Bayern,115178.0
5,Neymar,69522.0
6,Apure,68549.0
7,PSUV,68430.0
8,BUENAS TARDES,62996.0
9,#ChambaJuvenilProduciendo,59712.0
10,Burkina Faso,58288.0
11,Hazard,41263.0
12,Marcelo,41224.0
13,Dr. José Gregorio Hernández,38666.0
14,Benzema,35464.0
15,DDHH,35308.0
16,Coqui,34856.0
17,FARC,25714.0
18,Vladimir,19748.0
19,Zidane,19671.0
20,Parlamento,19242.0
21,#LiberenAOrlandoMoreno,16811.0
22,Desde Venezuela,16613.0
23,Douglas Rico,16415.0
24,Casemiro,15341.0
25,Caribe,13927.0
26,Willie,12279.0
27,Kroos,11269.0
28,Oscar Pérez,10475.0
29,Dialogar,10448.0
30,Antonio Gramsci,10274.0
31,Simonovis,10059.0
32,Don Omar,
33,Caridad Canelón,
34,#RafaelSimonALa1,
35,Andrés Stambouli,
36,Coliflor,
37,caramelos de cianuro,
38,Carvajal,
39,Banco del Tesoro,
40,Diseñador Gráfico,
41,Madre Candelaria de San José,
42,María Gabriela,
43,perucho conde,
44,Noruega,
45,Director del Cicpc,
46,Venezuelan,
47,Liga de Campeones,
48,Essential Quality,
49,pablo escobar,
