,topic,tweet_volume
0,Covid,2542511.0
1,سلمان,269524.0
2,Chelsea,257402.0
3,١٥ رمضان,140147.0
4,امريكا,50900.0
5,الصفوف الاماميه,25613.0
6,عبدالرحمن,21979.0
7,البحرين,21717.0
8,فاطمة,20722.0
9,رييس الوزراء,16444.0
10,وزير الصحه,11595.0
11,صالح الاعمال,11465.0
12,السودان,10959.0
13,الريال,10278.0
14,نور علي,10200.0
15,#نطالب_بالحل_ورحيل_الرييسين,
16,#محشوم_مبارك_هيف,
17,#عذرا_مكافاتكم_اجلت,
18,#مولد_الحسن,
19,#مولد_الامام_الحسن,
20,مارسيلو,
21,محمد المطير,
22,هازارد,
23,زيدان,
24,جدول الاعمال,
25,توخيل,
26,بدر الملا,
27,مرزوق,
28,بو خالد,
29,كروس,
30,بيان الحكومه,
31,سعدون حماد,
32,علي نعمه العقل,
33,عبدالله السالم,
34,الذريه الصالحه,
35,الشخص الغلط,
36,علي بابك,
37,بنزيما,
38,ابو عبدالله,
39,كره القدم,
40,عقب الفطور,
41,الكفوف الداعيه,
42,لندن,
43,جبر الخواطر,
44,عين العقل,
45,بتركيا,
46,مصدر السلطات,
