,topic,tweet_volume
0,#방탄소년단,900380.0
1,#BTS_Butter,823782.0
2,#JiminSpotify500M,106574.0
3,#우리의봄_원필아_생일축하해,90644.0
4,#Our_Healer_PILDAY,81985.0
5,#WELCOME_CITYOFONF,62804.0
6,#Happy33rdSungKyuDay,32809.0
7,온앤오프,32106.0
8,#인스피릿의_봄_성규야_생일축하해,26248.0
9,노랑노랑,21084.0
10,스포티파이,16792.0
11,우리 지민,14033.0
12,d-200,10127.0
13,#이해시를_보면_무조건_1년전_그림,
14,남돌좆망유사,
15,팬들의 한마디,
16,능력 계열,
17,원필아 생일,
18,최애의 장점,
19,미래남편 성찾기,
20,최애 cp 연성문장 하나,
21,스타 6주년,
22,코마에다,
23,심장곽동,
24,방탄 앨범깡,
25,아름다운 사실,
26,사이버 꿀밤,
27,가인언니,
28,원앤투앤,
29,노벨피아,
30,메추리알,
31,발레리노,
32,성규 생일,
33,나영석 아씨,
34,강철부대,
35,후루야상,
36,나피디님,
37,있는 트친,
38,스몰토크,
39,사람새끼,
40,다른 트친,
41,트랙리스트,
42,선후배 미션,
43,요즘 탐라,
44,불타는 하트,
45,#지성이랑산책가자,
46,#재환버블,
47,#분위기상_이사람의_전공,
48,#키에서_155를_뺀_만큼_말해보자,
