,topic,tweet_volume
0,Covid,2711298.0
1,Madrid,479156.0
2,Chelsea,232029.0
3,Central,167689.0
4,Senate,111011.0
5,Senior,104424.0
6,Gender,96983.0
7,BREAKING NEWS,94795.0
8,Meaning,68786.0
9,Parliament,63992.0
10,Judiciary,56241.0
11,Supreme Court,54433.0
12,#RMACHE,51095.0
13,Executive,45235.0
14,Benzema,32131.0
15,Eastern,30642.0
16,Dennis,27912.0
17,Kante,24380.0
18,Chief Justice,23894.0
19,Martha Koome,18685.0
20,Tuchel,16886.0
21,Werner,16662.0
22,Ajax,15701.0
23,Ngatia,14768.0
24,Casemiro,14131.0
25,Deep State,13039.0
26,Giroud,12979.0
27,Meru,12079.0
28,Pulisic,12076.0
29,#JSCinterviews,
30,DCJ Mwilu,
31,37 MCAs,
32,Gema,
33,Itumbi,
34,Azpi,
35,#KeepitLite,
36,Wajir Governor,
37,Judicial Service Commission,
38,Maraga,
39,#ChampionsLeague,
40,Mohamed Abdi,
41,cj and dcj,
42,Congratulations Hon,
43,Embu,
44,The JSC,
45,Clarence Seedorf,
46,Eldoret,
47,Farmajo,
48,South Sudan,
