,topic,tweet_volume
0,John Kerry,175453.0
1,Tucker Carlson,172194.0
2,Real Madrid,152903.0
3,billie,121537.0
4,Fox News,119862.0
5,wonpil,112068.0
6,Flowers,86636.0
7,The CDC,61340.0
8,Fields,59256.0
9,Willow,54449.0
10,Sega,42288.0
11,Marcelo,40461.0
12,NFL Draft,32579.0
13,Mario Party,20423.0
14,Rose McGowan,18252.0
15,New CDC,17850.0
16,aaron taylor johnson,17452.0
17,SNKRS,14468.0
18,#WearAMask,14288.0
19,#VaccinesWork,13569.0
20,Pulisic,12646.0
21,Babe Ruth,12550.0
22,#Disneyland,
23,#RECALLnewsom,
24,Joe Rogan,
25,Real ID,
26,Steve Harvey,
27,Lightning McQueen crocs,
28,James Carville,
29,Fear Factor,
30,Chris Simms,
31,Azpi,
32,PERCY JACKSON,
33,Miitopia,
34,Nick Fuentes,
35,NewsRadio,
36,Sewell,
37,Victor Hill,
38,Flintstones,
39,Pioneer League,
40,Chelsea Green,
41,Thanks CDC,
42,Scherff,
43,Hank Aaron,
44,Xerath,
45,The Tyranny of Big Tech,
46,Known Agenda,
47,annabeth,
