,topic,tweet_volume
0,Chelsea,221321.0
1,billie,115456.0
2,Bayern,113375.0
3,Aries,70931.0
4,Neymar,65141.0
5,Virgo,64577.0
6,Burkina Faso,52624.0
7,Mandi,50405.0
8,Roberto Fraile,41275.0
9,Sega,40728.0
10,Marcelo,37505.0
11,Monteros,27714.0
12,Camille,16616.0
13,Tuchel,15978.0
14,Antalya,15909.0
15,Werner,15793.0
16,Generalitat,13996.0
17,Sandokan,11594.0
18,#yoveosálvame,11508.0
19,Del 1 al 10,10493.0
20,Géminis,10142.0
21,#cierrertve,
22,Lydia,
23,#PcComponentesLoPetaConIntel,
24,Casa Real,
25,Xerath,
26,Mónica López,
27,El Lute,
28,Laura Fa,
29,Beatriz de Vicente,
30,Tavares,
31,Clandestino,
32,Bardem,
33,Hala Madrid,
34,Lequio,
35,Azpilicueta,
36,Descansen,
37,Efes,
38,VAMOS REAL,
39,TSJC,
40,Rohan Dennis,
41,Mossos,
42,Tauro,
43,Love of Lesbian,
44,FRAP,
45,jungly,
46,DMAX,
47,Makoke,
