,topic,tweet_volume
0,#BTSARMY,1098302.0
1,#방탄소년단,910140.0
2,#BTS_Butter,834239.0
3,15رمضان,137134.0
4,١٥ رمضان,137103.0
5,SPOTIFY KING JIMIN,68383.0
6,#مكه_الان,41531.0
7,#سعاد_جابر,41263.0
8,#متحرش_في_امه,24121.0
9,اليوم الثلاثاء,20499.0
10,#وفاه_ابو_وليد,19137.0
11,#الرياض_الان,17317.0
12,#وزاره_التعليم,15032.0
13,تشيلسي,14859.0
14,#مقلب_رامز_بريم_عبدالله,14263.0
15,#الحريه_لسمير_صفير,12422.0
16,#ولي_العهد_في_لقاء_خاص,10724.0
17,#امطار_مكه,10113.0
18,#برنامج_سين,
19,#محمد_بن_سلمان_علي_السعوديه,
20,#باركود15,
21,الريال,
22,مارسيلو,
23,توخيل,
24,هازارد,
25,زيدان,
26,جيل الثمانينات,
27,سامي الجابر,
28,حي الطريف,
29,نور علي,
30,جيمس,
31,كانتي,
32,صوت المطر,
33,فيصل بن بندر بن عبدالعزيز,
34,صوت الرعد,
35,#ممنوع_التجول__15,
36,#انقذوا_فهد_1,
37,#تهميش_معيدو_الجوف,
38,#ناصر_الدوسري,
39,#خالد_عبدالرحمن,
40,#عهود_السامر_ممنوع_التجول,
41,#ويش_يسعد_الرجل,
42,#مسابقه_كلنا_الطايف,
43,#هلالي_صريح,
44,#احمد__الشقيري,
45,#مسلسل_منتصف_الليل15,
46,#الديره15,
47,#شكرا_هتان_زايد,
48,#مولد_الحسن,
49,#الهلال_اجمك,
