,topic,tweet_volume
0,#방탄소년단,925869.0
1,#BTS_Butter,851892.0
2,El Gobierno,401694.0
3,Chelsea,257402.0
4,Brown,203783.0
5,Capital,189743.0
6,billie,124291.0
7,Barcelona,65597.0
8,Alberto,65508.0
9,Javier,64497.0
10,Profe,45219.0
11,Julian Nagelsmann,43087.0
12,Marcelo,41779.0
13,Fiscalía,34747.0
14,Facebook Live,32037.0
15,Milagro,30070.0
16,Gracia,21016.0
17,Alemania,18508.0
18,Lolo,18314.0
19,Vélez,17344.0
20,The Strongest,17074.0
21,Ortiz,13399.0
22,Ladrón,11232.0
23,#EsUrgenteCorte,
24,#AbortoPorViolacion,
25,Nixon,
26,Jorge Yunda,
27,#ElectromovilidadEEQ,
28,vamos liga,
29,gastos reservados,
30,Valdez,
31,Rodrigo Paz Delgado,
32,Fabián Bustos,
33,Municipio de Guayaquil,
34,Arauz,
35,Casa Blanca,
36,Correista,
37,Mamela,
38,Copa Libertadores,
39,Provida,
40,Capwell,
41,miguel dávila,
42,Corte Constitucional,
43,espol,
44,Cevallos,
45,Laico,
46,Asamblea Nacional,
47,Sara y Sofía,
48,Independiente Del Valle,
49,Correismo,
