,topic,tweet_volume
0,#방탄소년단,910140.0
1,#BTS_Butter,834239.0
2,#JiminSpotify500M,107570.0
3,#우리의봄_원필아_생일축하해,91897.0
4,#Our_Healer_PILDAY,82289.0
5,#WELCOME_CITYOFONF,62822.0
6,#Happy33rdSungKyuDay,32995.0
7,온앤오프,32117.0
8,#인스피릿의_봄_성규야_생일축하해,26361.0
9,노랑노랑,21127.0
10,스포티파이,16840.0
11,우리 지민,14069.0
12,d-200,10222.0
13,카카오톡,
14,#인용으로_이사람_오프에서의모습_예상,
15,#이해시를_보면_무조건_1년전_그림,
16,남돌좆망유사,
17,팬들의 한마디,
18,능력 계열,
19,원필아 생일,
20,최애의 장점,
21,코마에다,
22,최애 cp 연성문장 하나,
23,스타 6주년,
24,심장곽동,
25,미래남편 성찾기,
26,사이버 꿀밤,
27,방탄 앨범깡,
28,아름다운 사실,
29,가인언니,
30,원앤투앤,
31,노벨피아,
32,메추리알,
33,발레리노,
34,성규 생일,
35,나영석 아씨,
36,강철부대,
37,후루야상,
38,나피디님,
39,있는 트친,
40,스몰토크,
41,사람새끼,
42,다른 트친,
43,트랙리스트,
44,선후배 미션,
45,요즘 탐라,
46,불타는 하트,
47,#지성이랑산책가자,
48,#재환버블,
49,#분위기상_이사람의_전공,
