,topic,tweet_volume
0,King,547495.0
1,Chelsea,279495.0
2,Pfizer,240225.0
3,Real Madrid,178669.0
4,Thailand,158794.0
5,billie,122140.0
6,AstraZeneca,103357.0
7,Stunning,70626.0
8,Moderna,68204.0
9,Hazard,41263.0
10,Lena,31577.0
11,Werner,18535.0
12,#KroenkeOut,10381.0
13,Vapenvallen,
14,B-lag,
15,timrå,
16,björklöven,
17,Johnny Takter,
18,Region Stockholm,
19,Per Bolunds,
20,#HV71,
21,jägersro,
22,#finanstwitter,
23,Linus,
24,olausson,
25,växjö,
26,Anders Tegnell,
27,West Ham,
28,Åberg,
29,#fbkse,
30,notera,
31,#roglebk,
32,Bästa,
33,Blocket,
34,Otroligt,
35,Jobbigt,
36,Belarus,
37,Märkligt,
38,Öland,
39,Löfvens,
40,Superettan,
41,snygg,
42,Syrien,
43,Kindred,
44,Göran,
45,Jamen,
46,Skaffa,
47,Källa,
48,Helsingborg,
49,klokt,
