,topic,tweet_volume
0,#방탄소년단,907532.0
1,#BTS_Butter,852393.0
2,Pfizer,240175.0
3,El 27,156241.0
4,Jeonghan,121792.0
5,billie,116713.0
6,Wonpil,105730.0
7,Un 27,85468.0
8,Champions League,76404.0
9,Anvisa,76391.0
10,SPOTIFY KING JIMIN,67260.0
11,shawn,51456.0
12,DO IT LIKE ITZY,46991.0
13,Sinopharm,26669.0
14,Covidiota,24247.0
15,Gabinete,21850.0
16,#animeselcaday,17457.0
17,Lázaro Báez,14227.0
18,Tigre,13487.0
19,Pagni,12701.0
20,La RAE,12056.0
21,Cabak,11179.0
22,Renunciar,11127.0
23,Ventura,10477.0
24,#NestorKirchner,
25,Hace 18,
26,Costa Salguero,
27,Busquets,
28,CIBI,
29,Coloccini,
30,Fassi,
31,Felipe Miguel,
32,Sandez,
33,Cecilia Nicolini,
34,Laura Alonso,
35,Salazar,
36,Casi Ángeles,
37,J Balvin,
38,Villarreal,
39,Consejo del Salario,
40,leandro santoro,
41,Laurita,
42,la afip,
43,Casa Rosada,
44,troye,
45,Santiago Cafiero,
