,topic,tweet_volume
0,Federal,253226.0
1,Chelsea,212047.0
2,Zoom,167069.0
3,Tucker Carlson,163238.0
4,The Boys,142301.0
5,Real Madrid,137223.0
6,Teams,136496.0
7,billie,116296.0
8,Wonpil,105663.0
9,Fox News,98497.0
10,Nintendo,95907.0
11,Ontario,78978.0
12,Philippines,43986.0
13,Sega,40678.0
14,Toronto,38678.0
15,#tuesdayvibe,28790.0
16,Parks,26351.0
17,Human Rights Watch,26123.0
18,#tuesdaymotivations,22245.0
19,Mario Party,19202.0
20,Rose McGowan,17221.0
21,Montréal,17067.0
22,Feds,14872.0
23,aaron taylor johnson,14464.0
24,North America,13248.0
25,McDavid,
26,#LetsGoOilers,
27,Kananaskis,
28,#LTCstandardsNow,
29,#YIAYgame,
30,CRSB,
31,Steve Harvey,
32,Kayla,
33,CSRB,
34,Joe Rogan,
35,chaudière-appalaches,
36,K-Country,
37,Newfoundland,
38,miroslav frycer,
39,outaouais,
40,capitale-nationale,
41,Laval,
42,Environment Canada,
43,George Springer,
44,Nouvelle-Écosse,
45,François Legault,
46,Sewell,
47,Prime Minister Justin Trudeau,
48,how jesus,
49,Turner Sports,
