,topic,tweet_volume
0,Johnson,303906.0
1,Maria,234846.0
2,Cuba,131383.0
3,billie,116932.0
4,Bayern,114916.0
5,shawn,51456.0
6,Burkina Faso,51141.0
7,#Amici20,47894.0
8,Sonia,46658.0
9,Giulia,40047.0
10,Lola,36652.0
11,Serena,17032.0
12,Antalya,16143.0
13,Aaron Taylor,14825.0
14,Gramsci,11883.0
15,#uominiedonne,
16,Samuele,
17,Jerry Calà,
18,Gange,
19,Pettinelli,
20,Biagio,
21,Hallelujah,
22,Peter Neumair,
23,Senato,
24,Benno,
25,Armanda,
26,Dosi,
27,Sangio,
28,BALLERINI,
29,ridere,
30,5mila,
31,Lino Banfi,
32,Lombardia,
33,Niccolò,
34,Agnese,
35,Deddy,
36,Cosimo,
37,Grillo,
38,San Marino,
39,can divit,
40,Gipi,
41,Sikh,
42,Katy Perry,
43,Fratelli,
44,Dagospia,
45,Terni,
