,topic,tweet_volume
0,Spotify,1000847.0
1,Google,698402.0
2,Chelsea,257402.0
3,taylor,166008.0
4,billie,124291.0
5,Εχουν,13376.0
6,Τζειμς,11549.0
7,#Φουρθιωτης,
8,#Λαγος,
9,Ρεαλ,
10,#stoparapente,
11,Παυλος,
12,#radioarvyla,
13,#Euroleague,
14,Ναζαρετ,
15,ΓΑΔΑ,
16,Ιησου,
17,Νικος,
18,Πηνελοπη,
19,Ντινο,
20,Ηλια,
21,Ιωαννης,
22,ΕΛΑΣ,
23,Σαιον,
24,Ο Σακης,
25,Κορο,
26,Χρυσοχοιδης,
27,Ο Τζανακοπουλος,
28,10 Μαιου,
29,Μαριαννα,
30,Σταματα,
31,Μεγαλη Τεταρτη,
32,Χατζηδακη,
33,Βρυξελλες,
34,Αφροδιτη,
35,Γενευη,
36,Βελγοι,
37,Μεγαλη Τριτη,
38,εοδυ,
39,Βαξεβανης,
40,Ωωωω,
41,Τζαμαλ,
42,Χριστουγεννα,
43,Παρε,
44,Μπραβο,
45,Γιαννη,
46,Κουλης,
47,καραιβαζ,
48,Καλησπερα,
49,Εκτος,
