,topic,tweet_volume
0,Madrid,479990.0
1,Draw,243154.0
2,Chelsea,232029.0
3,Emma,58945.0
4,Siya,52933.0
5,WATCH OUT FOR ERICA,48452.0
6,Steven,43199.0
7,Hazard,39752.0
8,Marcelo,39154.0
9,Blues,33475.0
10,Teddy,23222.0
11,Swallows,20757.0
12,Vini,20486.0
13,Zidane,18386.0
14,Tuchel,16886.0
15,Casemiro,14131.0
16,Closure,13086.0
17,Giroud,12979.0
18,#TheEstateOn3,
19,#SkeemSaam,
20,#MunchiesAndThoughts,
21,#lovebackmzansi,
22,#MrSmeg,
23,Meikie,
24,Mapitsi,
25,Khloe,
26,Azpi,
27,Tristan,
28,Ntokozo,
29,Gladys,
30,Mbule,
31,Mohale,
32,mantuli,
33,Somizi,
34,Dr Tumi,
35,Hlanti,
36,AB de Villiers,
37,Supersport United,
38,lesedi,
39,Zamo,
40,Langa,
41,Phillips,
42,Melusi,
43,Rasta,
44,Maritzburg United,
45,kwaito,
46,Fikz,
47,nozi,
48,Thabo,
49,Debonairs,
