,topic,tweet_volume
0,#방탄소년단,925869.0
1,#BTS_Butter,852410.0
2,#JiminSpotify500M,108874.0
3,#우리의봄_원필아_생일축하해,93787.0
4,#Our_Healer_PILDAY,83004.0
5,#WELCOME_CITYOFONF,62677.0
6,#HAPPYWONPILDAY,55278.0
7,#Happy33rdSungKyuDay,33361.0
8,온앤오프,32046.0
9,#인스피릿의_봄_성규야_생일축하해,26639.0
10,노랑노랑,21168.0
11,스포티파이,16686.0
12,우리 지민,13928.0
13,D-200,10439.0
14,#이해시를_보면_무조건_1년전_그림,
15,남돌좆망유사,
16,능력 계열,
17,팬들의 한마디,
18,원필아 생일,
19,코마에다,
20,최애의 장점,
21,최애 cp 연성문장 하나,
22,스타 6주년,
23,미래남편 성찾기,
24,방탄 앨범깡,
25,사이버 꿀밤,
26,심장곽동,
27,아름다운 사실,
28,가인언니,
29,원앤투앤,
30,노벨피아,
31,메추리알,
32,발레리노,
33,강철부대,
34,후루야상,
35,스몰토크,
36,나피디님,
37,있는 트친,
38,사람새끼,
39,다른 트친,
40,트랙리스트,
41,요즘 탐라,
42,#재환버블,
43,#키에서_155를_뺀_만큼_말해보자,
44,#분위기상_이사람의_전공,
45,#SpotifyKingJimin,
46,#앙둥쓰,
47,#다니티_고마워_사랑해,
48,#갤러리의_14번째_사진과_싸워라,
49,#비계팅,
