,topic,tweet_volume
0,Spotify,960027.0
1,Google,678113.0
2,Europe,116950.0
3,billie,115642.0
4,#Φουρθιωτης,
5,#Λαγος,
6,#HouseOfFameGR,
7,Ντινος,
8,Παντελης,
9,#radioarvyla,
10,#XairetaMouTonPlatano,
11,Σαιον,
12,γαδα,
13,Μαριαννα,
14,Βρυξελλες,
15,Πηνελοπη,
16,βελγιο,
17,Ναζαρετ,
18,Βελγοι,
19,λιγναδη,
20,Χρυσοχοιδης,
21,Καλησπερα,
22,Χατζηδακη,
23,αστρα,
24,Σταματα,
25,Μεγαλη Τριτη,
26,μεγαλη τεταρτη,
27,10 Μαιου,
28,βαξεβανης,
29,Φαντασου,
30,Εκτος,
31,Ιησου,
32,κουλη,
33,Ολοι,
34,Μπραβο,
35,Σιγουρα,
36,Interpol,
37,Πασχα,
38,Αφροδιτη,
39,Χρυσα,
40,Θελεις,
41,Κασσιανης,
42,ισραηλ,
43,Χριστουγεννα,
44,Φυσικα,
45,Μαζι,
46,Καλως,
47,Athens,
48,κεθεα,
49,Αλεξανδρουπολη,
