,topic,tweet_volume
0,#BTSARMY,1109252.0
1,#방탄소년단,918893.0
2,#BTS_Butter,829428.0
3,#jaeyong,372298.0
4,#Candyเข้ากันพอดี,369715.0
5,Luna,366710.0
6,billie,122140.0
7,Wonpil,113754.0
8,#JiminSpotify500M,109624.0
9,Run BTS,108402.0
10,#SUPERFANFRIDAY,98776.0
11,#우리의봄_원필아_생일축하해,94388.0
12,#Our_Healer_PILDAY,83243.0
13,#PINKMOON,80787.0
14,SPOTIFY KING JIMIN,69473.0
15,#MITM_MVTeaser2,47523.0
16,DO IT LIKE ITZY,47301.0
17,Congratulations Jimin,39855.0
18,Theo,37878.0
19,percy,34853.0
20,#Supermoon,29622.0
21,#인스피릿의_봄_성규야_생일축하해,26773.0
22,GLOBAL AMBASSADOR ROSÉ,19749.0
23,#ROSÉxTiffanyHardWear,18363.0
24,HUANG RENJUN,15060.0
25,#TBADNBoycottMZETxAPT52,14928.0
26,youngk,14840.0
27,THANK YOU SEVENTEEN,14452.0
28,#paanokitaiibiginrestored,13141.0
29,Rabiya,13087.0
30,#ElijahMontefalcoXXIX,13074.0
31,jeon wonwoo,11950.0
32,TREASURE SPOTIFY DAY,
33,Klare,
34,sunggyu,
35,magellan,
36,#TSWIFTNIGHT,
37,#mnlovesselfieday,
38,#kameraday,
39,#IngraTalks,
40,#29thERVMDay,
41,#NavilleraFinale,
42,#SelaGuia,
43,#3YearsofSoojin,
44,#DearTeamIngrata,
45,#GoldennessSelcaDay,
46,#KiefLyonebigFIVE,
47,#LiliesSelcaDay,
48,#spreadthehappiness,
