,topic,tweet_volume
0,Oscar,332673.0
1,Chelsea,232029.0
2,بالرياض,161795.0
3,15 رمضان,137216.0
4,billie,118732.0
5,Gorgeous,116408.0
6,عبدالله,79549.0
7,اسرائيل,22197.0
8,Egyptian,16203.0
9,سلطان,16057.0
10,رييس الوزراء,15723.0
11,المغرب,15720.0
12,علي نعمه,13355.0
13,صلاح,13034.0
14,اوروبا,11828.0
15,Eminem,11753.0
16,#اهلاوي_سيب_تويته_نتابعك,
17,#هازارد,
18,#تشيلسي,
19,مارسيلو,
20,#صلوا_علي_سيدنا_محمد,
21,الريال,
22,#ريال_مدريد,
23,زيدان,
24,ملوك الصاجات,
25,توخيل,
26,مالك الملك,
27,بنزيما,
28,يوسف الشريف,
29,لندن,
30,شهر الصيام,
31,محمد فراج,
32,للاهلي,
33,الموجه الثالثه,
34,وحش الكون,
35,كاس العرب,
36,سيب اليوزر,
37,باريس,
38,فول الصين العظيم,
39,كروس,
40,مروان,
41,ميتين امي,
42,مدام هناء,
43,حافظ سلامة,
44,كره القدم,
45,شيك اوف لعلاج القولون,
46,التواصل الواتساب,
47,الفيل الازرق,
48,علي الفطار,
49,زيزو,
