,topic,tweet_volume
0,Covid,2502968.0
1,#BTS_Butter,851892.0
2,Twitch,409710.0
3,Queen,288446.0
4,Corona,281594.0
5,Chelsea,257402.0
6,Jesus,231110.0
7,Real Madrid,162104.0
8,Fair,161041.0
9,Teams,139099.0
10,billie,124291.0
11,Champions League,82437.0
12,Arsenal,77996.0
13,Simon,71706.0
14,England,68521.0
15,Barcelona,65540.0
16,European,64217.0
17,Spurs,32426.0
18,#cldk,
19,#eSuppen,
20,Nationalbanken,
21,Kender,
22,italien,
23,lyder,
24,i danmark,
25,kæmpe,
26,Håber,
27,#twitterhjerne,
28,Denmark,
29,Jylland,
30,Præcis,
31,Lars,
32,Tusind,
33,kæft,
